AFUB_007790	CADAFUBG00000782
AFUB_043700	CADAFUBG00004360
AFUB_082070	CADAFUBG00008135
AFUB_074000	CADAFUBG00007340
AFUB_020050	CADAFUBG00001999
AFUB_066280	CADAFUBG00006578
AFUB_062540	CADAFUBG00006231
AFUB_030330	CADAFUBG00003028
AFUB_076550	CADAFUBG00007595
AFUB_023820	CADAFUBG00002376
AFUB_008700	CADAFUBG00000874
AFUB_093210	CADAFUBG00009224
AFUB_047350	CADAFUBG00004725
AFUB_067340	CADAFUBG00006681
AFUB_035170	CADAFUBG00003504
AFUB_006830	CADAFUBG00000686
AFUB_012570	CADAFUBG00001262
AFUB_096920	CADAFUBG00009594
AFUB_032250	CADAFUBG00003220
AFUB_100640	CADAFUBG00009951
AFUB_092700	CADAFUBG00009182
AFUB_092040	CADAFUBG00009117
AFUB_066030	CADAFUBG00006553
AFUB_012660	CADAFUBG00001271
AFUB_070520	CADAFUBG00007000
AFUB_087600	CADAFUBG00008673
AFUB_043270	CADAFUBG00004317
AFUB_007440	CADAFUBG00000747
AFUB_005760	CADAFUBG00000578
AFUB_026900	CADAFUBG00002684
AFUB_076790	CADAFUBG00007619
AFUB_067520	CADAFUBG00006699
AFUB_008800	CADAFUBG00000884
AFUB_067590	CADAFUBG00006706
AFUB_006630	CADAFUBG00000666
AFUB_005540	CADAFUBG00000556
AFUB_051540	CADAFUBG00005134
AFUB_081690	CADAFUBG00008097
AFUB_028340	CADAFUBG00002828
AFUB_058240	CADAFUBG00005803
AFUB_051030	CADAFUBG00005083
AFUB_053290	CADAFUBG00005309
AFUB_068840	CADAFUBG00006832
AFUB_046760	CADAFUBG00004666
AFUB_000910	CADAFUBG00000091
AFUB_091940	CADAFUBG00009107
AFUB_031710	CADAFUBG00003166
AFUB_085190	CADAFUBG00008449
AFUB_026630	CADAFUBG00002657
AFUB_060070	CADAFUBG00005987
AFUB_034660	CADAFUBG00003452
AFUB_059660	CADAFUBG00005946
AFUB_093300	CADAFUBG00009233
AFUB_013910	CADAFUBG00001396
AFUB_077050	CADAFUBG00007645
AFUB_056560	CADAFUBG00005635
AFUB_054890	CADAFUBG00005469
AFUB_085370	CADAFUBG00008467
AFUB_016660	CADAFUBG00001671
AFUB_096450	CADAFUBG00009547
AFUB_003220	CADAFUBG00000322
AFUB_101470	CADAFUBG00010032
AFUB_030650	CADAFUBG00003060
AFUB_072280	CADAFUBG00007168
AFUB_007650	CADAFUBG00000768
AFUB_094300	CADAFUBG00009333
AFUB_048130	CADAFUBG00004803
AFUB_022970	CADAFUBG00002291
AFUB_059410	CADAFUBG00005921
AFUB_035240	CADAFUBG00003511
AFUB_088300	CADAFUBG00008744
AFUB_069140	CADAFUBG00006862
AFUB_053910	CADAFUBG00005371
AFUB_057880	CADAFUBG00005767
AFUB_060820	CADAFUBG00006062
AFUB_036130	CADAFUBG00003600
AFUB_047020	CADAFUBG00004692
AFUB_037870	CADAFUBG00003774
AFUB_093670	CADAFUBG00009270
AFUB_081100	CADAFUBG00008037
AFUB_080060	CADAFUBG00007934
AFUB_034280	CADAFUBG00003414
AFUB_037560	CADAFUBG00003743
AFUB_091250	CADAFUBG00009038
AFUB_021260	CADAFUBG00002120
AFUB_011210	CADAFUBG00001126
AFUB_032100	CADAFUBG00003205
AFUB_094700	CADAFUBG00009373
AFUB_018900	CADAFUBG00001884
AFUB_026980	CADAFUBG00002691
AFUB_001280	CADAFUBG00000128
AFUB_085700	CADAFUBG00008501
AFUB_036750	CADAFUBG00003662
AFUB_071280	CADAFUBG00007076
AFUB_070940	CADAFUBG00007042
AFUB_019810	CADAFUBG00001975
AFUB_032420	CADAFUBG00003237
AFUB_037570	CADAFUBG00003744
AFUB_086350	CADAFUBG00008567
AFUB_017560	CADAFUBG00001751
AFUB_027740	CADAFUBG00002767
AFUB_032910	CADAFUBG00003286
AFUB_035180	CADAFUBG00003505
AFUB_065820	CADAFUBG00006532
AFUB_061410	CADAFUBG00006120
AFUB_027090	CADAFUBG00002702
AFUB_005870	CADAFUBG00000589
AFUB_039970	CADAFUBG00003984
AFUB_039520	CADAFUBG00003939
AFUB_045820	CADAFUBG00004573
AFUB_073390	CADAFUBG00007279
AFUB_089670	CADAFUBG00008881
AFUB_082530	CADAFUBG00008182
AFUB_012140	CADAFUBG00001219
AFUB_036000	CADAFUBG00003587
AFUB_083010	CADAFUBG00008230
AFUB_016270	CADAFUBG00001632
AFUB_054050	CADAFUBG00005385
AFUB_019550	CADAFUBG00001949
AFUB_069410	CADAFUBG00006889
AFUB_019710	CADAFUBG00001965
AFUB_043860	CADAFUBG00004376
AFUB_089230	CADAFUBG00008837
AFUB_073490	CADAFUBG00007289
AFUB_049020	CADAFUBG00004882
AFUB_100670	CADAFUBG00009953
AFUB_064880	CADAFUBG00006438
AFUB_038210	CADAFUBG00003808
AFUB_060030	CADAFUBG00005983
AFUB_043080	CADAFUBG00004298
AFUB_022660	CADAFUBG00002260
AFUB_047400	CADAFUBG00004730
AFUB_055710	CADAFUBG00005550
AFUB_043450	CADAFUBG00004335
AFUB_021320	CADAFUBG00002126
AFUB_100690	CADAFUBG00009955
AFUB_092570	CADAFUBG00009169
AFUB_006660	CADAFUBG00000669
AFUB_093860	CADAFUBG00009289
AFUB_068520	CADAFUBG00006800
AFUB_084110	CADAFUBG00008340
AFUB_071290	CADAFUBG00007077
AFUB_053770	CADAFUBG00005357
AFUB_015250	CADAFUBG00001530
AFUB_017490	CADAFUBG00001744
AFUB_050470	CADAFUBG00005027
AFUB_022280	CADAFUBG00002222
AFUB_090170	CADAFUBG00008931
AFUB_030370	CADAFUBG00003032
AFUB_096010	CADAFUBG00009503
AFUB_079470	CADAFUBG00007885
AFUB_064210	CADAFUBG00006370
AFUB_015350	CADAFUBG00001540
AFUB_040520	CADAFUBG00004039
AFUB_072520	CADAFUBG00007192
AFUB_058480	CADAFUBG00005827
AFUB_028640	CADAFUBG00002858
AFUB_037620	CADAFUBG00003749
AFUB_051670	CADAFUBG00005147
AFUB_028220	CADAFUBG00002816
AFUB_091110	CADAFUBG00009024
AFUB_078710	CADAFUBG00007809
AFUB_032260	CADAFUBG00003221
AFUB_056080	CADAFUBG00005587
AFUB_071660	CADAFUBG00007115
AFUB_012030	CADAFUBG00001208
AFUB_051590	CADAFUBG00005139
AFUB_007800	CADAFUBG00000783
AFUB_025940	CADAFUBG00002588
AFUB_015980	CADAFUBG00001603
AFUB_058070	CADAFUBG00005786
AFUB_024690	CADAFUBG00002463
AFUB_080600	CADAFUBG00007987
AFUB_060860	CADAFUBG00006066
AFUB_065060	CADAFUBG00006456
AFUB_096190	CADAFUBG00009521
AFUB_072010	CADAFUBG00007150
AFUB_078830	CADAFUBG00007821
AFUB_017450	CADAFUBG00001740
AFUB_064180	CADAFUBG00006367
AFUB_026970	CADAFUBG00002690
AFUB_019690	CADAFUBG00001963
AFUB_078030	CADAFUBG00007742
AFUB_007010	CADAFUBG00000704
AFUB_006240	CADAFUBG00000627
AFUB_006810	CADAFUBG00000684
AFUB_064980	CADAFUBG00006448
AFUB_027680	CADAFUBG00002761
AFUB_052260	CADAFUBG00005206
AFUB_031240	CADAFUBG00003119
AFUB_093710	CADAFUBG00009274
AFUB_068480	CADAFUBG00006796
AFUB_017970	CADAFUBG00001792
AFUB_050420	CADAFUBG00005022
AFUB_062480	CADAFUBG00006225
AFUB_025280	CADAFUBG00002522
AFUB_099190	CADAFUBG00009815
AFUB_087709	CADAFUBG00008684
AFUB_042330	CADAFUBG00004222
AFUB_022270	CADAFUBG00002221
AFUB_013250	CADAFUBG00001330
AFUB_032880	CADAFUBG00003283
AFUB_095800	CADAFUBG00009482
AFUB_021850	CADAFUBG00002179
AFUB_060730	CADAFUBG00006053
AFUB_088690	CADAFUBG00008783
AFUB_083880	CADAFUBG00008317
AFUB_082580	CADAFUBG00008187
AFUB_028360	CADAFUBG00002830
AFUB_098980	CADAFUBG00009794
AFUB_097000	CADAFUBG00009602
AFUB_026540	CADAFUBG00002648
AFUB_074810	CADAFUBG00007421
AFUB_044790	CADAFUBG00004469
AFUB_061940	CADAFUBG00006172
AFUB_027570	CADAFUBG00002750
AFUB_090890	CADAFUBG00009003
AFUB_084280	CADAFUBG00008357
AFUB_088240	CADAFUBG00008738
AFUB_008830	CADAFUBG00000887
AFUB_064730	CADAFUBG00006423
AFUB_040860	CADAFUBG00004073
AFUB_070430	CADAFUBG00006991
AFUB_101360	CADAFUBG00010021
AFUB_087780	CADAFUBG00008692
AFUB_013150	CADAFUBG00001320
AFUB_047180	CADAFUBG00004708
AFUB_002910	CADAFUBG00000291
AFUB_050180	CADAFUBG00004998
AFUB_063440	CADAFUBG00006292
AFUB_051220	CADAFUBG00005102
AFUB_051830	CADAFUBG00005163
AFUB_030360	CADAFUBG00003031
AFUB_003090	CADAFUBG00000309
AFUB_043160	CADAFUBG00004306
AFUB_049900	CADAFUBG00004970
AFUB_075180	CADAFUBG00007458
AFUB_026760	CADAFUBG00002670
AFUB_009160	CADAFUBG00000920
AFUB_040740	CADAFUBG00004061
AFUB_075980	CADAFUBG00007538
AFUB_098400	CADAFUBG00009736
AFUB_020380	CADAFUBG00002032
AFUB_020740	CADAFUBG00002068
AFUB_060460	CADAFUBG00006026
AFUB_058080	CADAFUBG00005787
AFUB_074480	CADAFUBG00007388
AFUB_063500	CADAFUBG00006298
AFUB_088620	CADAFUBG00008776
AFUB_017410	CADAFUBG00001736
AFUB_022110	CADAFUBG00002206
AFUB_032630	CADAFUBG00003258
AFUB_065000	CADAFUBG00006450
AFUB_081880	CADAFUBG00008116
AFUB_066220	CADAFUBG00006572
AFUB_079040	CADAFUBG00007842
AFUB_051180	CADAFUBG00005098
AFUB_042970	CADAFUBG00004287
AFUB_008400	CADAFUBG00000844
AFUB_074650	CADAFUBG00007405
AFUB_024050	CADAFUBG00002399
AFUB_007120	CADAFUBG00000715
AFUB_085480	CADAFUBG00008479
AFUB_030550	CADAFUBG00003050
AFUB_061820	CADAFUBG00006160
AFUB_028020	CADAFUBG00002796
AFUB_094320	CADAFUBG00009335
AFUB_095530	CADAFUBG00009455
AFUB_071700	CADAFUBG00007119
AFUB_061970	CADAFUBG00006175
AFUB_060640	CADAFUBG00006044
AFUB_006760	CADAFUBG00000679
AFUB_076290	CADAFUBG00007569
AFUB_022830	CADAFUBG00002277
AFUB_028270	CADAFUBG00002821
AFUB_078340	CADAFUBG00007772
AFUB_071770	CADAFUBG00007126
AFUB_060240	CADAFUBG00006004
AFUB_023230	CADAFUBG00002317
AFUB_010430	CADAFUBG00001048
AFUB_043440	CADAFUBG00004334
AFUB_047510	CADAFUBG00004741
AFUB_003460	CADAFUBG00000346
AFUB_026060	CADAFUBG00002600
AFUB_038020	CADAFUBG00003789
AFUB_063630	CADAFUBG00006312
AFUB_026680	CADAFUBG00002662
AFUB_065140	CADAFUBG00006464
AFUB_009220	CADAFUBG00000927
AFUB_052480	CADAFUBG00005228
AFUB_098240	CADAFUBG00009720
AFUB_026670	CADAFUBG00002661
AFUB_029880	CADAFUBG00002983
AFUB_095290	CADAFUBG00009431
AFUB_056320	CADAFUBG00005611
AFUB_065190	CADAFUBG00006469
AFUB_092290	CADAFUBG00009142
AFUB_091520	CADAFUBG00009065
AFUB_049680	CADAFUBG00004948
AFUB_046700	CADAFUBG00004660
AFUB_010820	CADAFUBG00001087
AFUB_015290	CADAFUBG00001534
AFUB_090900	CADAFUBG00009004
AFUB_004660	CADAFUBG00000468
AFUB_053070	CADAFUBG00005287
AFUB_054320	CADAFUBG00005412
AFUB_059310	CADAFUBG00005911
AFUB_089970	CADAFUBG00008911
AFUB_002660	CADAFUBG00000266
AFUB_067010	CADAFUBG00006648
AFUB_002280	CADAFUBG00000228
AFUB_021050	CADAFUBG00002099
AFUB_029020	CADAFUBG00002897
AFUB_070790	CADAFUBG00007027
AFUB_043970	CADAFUBG00004387
AFUB_029640	CADAFUBG00002959
AFUB_054330	CADAFUBG00005413
AFUB_017260	CADAFUBG00001721
AFUB_094120	CADAFUBG00009315
AFUB_049860	CADAFUBG00004966
AFUB_061810	CADAFUBG00006159
AFUB_030170	CADAFUBG00003012
AFUB_076380	CADAFUBG00007578
AFUB_050970	CADAFUBG00005077
AFUB_023800	CADAFUBG00002374
AFUB_090400	CADAFUBG00008954
AFUB_044070	CADAFUBG00004397
AFUB_058790	CADAFUBG00005858
AFUB_086390	CADAFUBG00008571
AFUB_024620	CADAFUBG00002456
AFUB_038630	CADAFUBG00003850
AFUB_060770	CADAFUBG00006057
AFUB_011540	CADAFUBG00001159
AFUB_013240	CADAFUBG00001329
AFUB_047940	CADAFUBG00004784
AFUB_000440	CADAFUBG00000044
AFUB_014850	CADAFUBG00001490
AFUB_049420	CADAFUBG00004922
AFUB_074170	CADAFUBG00007357
AFUB_069570	CADAFUBG00006905
AFUB_015270	CADAFUBG00001532
AFUB_079200	CADAFUBG00007858
AFUB_073120	CADAFUBG00007252
AFUB_038920	CADAFUBG00003879
AFUB_041800	CADAFUBG00004169
AFUB_010280	CADAFUBG00001033
AFUB_068160	CADAFUBG00006764
AFUB_062940	CADAFUBG00006242
AFUB_015300	CADAFUBG00001535
AFUB_018550	CADAFUBG00001849
AFUB_092820	CADAFUBG00007094	CADAFUBG00009194
AFUB_048340	CADAFUBG00004824
AFUB_008890	CADAFUBG00000893
AFUB_045250	CADAFUBG00004515
AFUB_061610	CADAFUBG00006139
AFUB_014490	CADAFUBG00001454
AFUB_055870	CADAFUBG00005566
AFUB_087760	CADAFUBG00008690
AFUB_066690	CADAFUBG00006619
AFUB_059540	CADAFUBG00005934
AFUB_002900	CADAFUBG00000290
AFUB_017310	CADAFUBG00001726
AFUB_050200	CADAFUBG00005000
AFUB_036700	CADAFUBG00003657
AFUB_071670	CADAFUBG00007116
AFUB_055960	CADAFUBG00005575
AFUB_058740	CADAFUBG00005853
AFUB_087620	CADAFUBG00008675
AFUB_000860	CADAFUBG00000086
AFUB_025900	CADAFUBG00002584
AFUB_076210	CADAFUBG00007561
AFUB_048800	CADAFUBG00004860
AFUB_013800	CADAFUBG00001385
AFUB_007090	CADAFUBG00000712
AFUB_051460	CADAFUBG00005126
AFUB_061910	CADAFUBG00006169
AFUB_080860	CADAFUBG00008013
AFUB_041750	CADAFUBG00004164
AFUB_050980	CADAFUBG00005078
AFUB_013850	CADAFUBG00001390
AFUB_051300	CADAFUBG00005110
AFUB_019580	CADAFUBG00001952
AFUB_099400	CADAFUBG00009836
AFUB_023720	CADAFUBG00002366
AFUB_030640	CADAFUBG00003059
AFUB_052390	CADAFUBG00005219
AFUB_100860	CADAFUBG00009971
AFUB_072460	CADAFUBG00007185	CADAFUBG00007186
AFUB_026320	CADAFUBG00002626
AFUB_034630	CADAFUBG00003449
AFUB_095100	CADAFUBG00009412
AFUB_056670	CADAFUBG00005645	CADAFUBG00005646
AFUB_013950	CADAFUBG00001400
AFUB_064420	CADAFUBG00006391
AFUB_008670	CADAFUBG00000871
AFUB_013680	CADAFUBG00001373
AFUB_071980	CADAFUBG00007147
AFUB_084610	CADAFUBG00008390
AFUB_082910	CADAFUBG00008220
AFUB_032410	CADAFUBG00003236
AFUB_031540	CADAFUBG00003149
AFUB_004780	CADAFUBG00000480
AFUB_012520	CADAFUBG00001257
AFUB_048070	CADAFUBG00004797
AFUB_057470	CADAFUBG00005726
AFUB_040140	CADAFUBG00004001
AFUB_005100	CADAFUBG00000512
AFUB_040620	CADAFUBG00004049
AFUB_001420	CADAFUBG00000142
AFUB_031740	CADAFUBG00003169
AFUB_084240	CADAFUBG00008353
AFUB_055590	CADAFUBG00005538
AFUB_024980	CADAFUBG00002492
AFUB_057160	CADAFUBG00005695
AFUB_064960	CADAFUBG00006446
AFUB_012090	CADAFUBG00001214
AFUB_023500	CADAFUBG00002344
AFUB_094550	CADAFUBG00009358
AFUB_078520	CADAFUBG00007790
AFUB_065730	CADAFUBG00006523
AFUB_012650	CADAFUBG00001270
AFUB_101410	CADAFUBG00010026
AFUB_053410	CADAFUBG00005321
AFUB_045080	CADAFUBG00004498
AFUB_061290	CADAFUBG00006109
AFUB_014690	CADAFUBG00001474
AFUB_016670	CADAFUBG00001672
AFUB_021630	CADAFUBG00002157
AFUB_093170	CADAFUBG00009220
AFUB_068770	CADAFUBG00006825
AFUB_083790	CADAFUBG00008308
AFUB_068500	CADAFUBG00006798
AFUB_052730	CADAFUBG00005253
AFUB_063250	CADAFUBG00006273
AFUB_000400	CADAFUBG00000040
AFUB_030250	CADAFUBG00003020
AFUB_058020	CADAFUBG00005781
AFUB_079430	CADAFUBG00007881
AFUB_002070	CADAFUBG00000207
AFUB_099650	CADAFUBG00009861
AFUB_073950	CADAFUBG00007335
AFUB_024540	CADAFUBG00002448
AFUB_028250	CADAFUBG00002819
AFUB_067060	CADAFUBG00006653
AFUB_027300	CADAFUBG00002723
AFUB_043660	CADAFUBG00004356
AFUB_093930	CADAFUBG00009296
AFUB_040380	CADAFUBG00004025
AFUB_000720	CADAFUBG00000072
AFUB_027530	CADAFUBG00002746
AFUB_000600	CADAFUBG00000060
AFUB_089100	CADAFUBG00008824
AFUB_032820	CADAFUBG00003277
AFUB_083360	CADAFUBG00008265
AFUB_033250	CADAFUBG00003320
AFUB_073110	CADAFUBG00007251
AFUB_050100	CADAFUBG00004990
AFUB_091920	CADAFUBG00009105
AFUB_095610	CADAFUBG00009463
AFUB_077660	CADAFUBG00007706
AFUB_012370	CADAFUBG00001242
AFUB_100930	CADAFUBG00009978
AFUB_101559	CADAFUBG00010041
AFUB_089110	CADAFUBG00008825
AFUB_067140	CADAFUBG00006661
AFUB_043070	CADAFUBG00004297
AFUB_021330	CADAFUBG00002127
AFUB_101880	CADAFUBG00010075
AFUB_016130	CADAFUBG00001618
AFUB_030630	CADAFUBG00003058
AFUB_013880	CADAFUBG00001393
AFUB_020900	CADAFUBG00002084
AFUB_064770	CADAFUBG00006427
AFUB_020220	CADAFUBG00002016
AFUB_026120	CADAFUBG00002606
AFUB_024290	CADAFUBG00002423
AFUB_089760	CADAFUBG00008890
AFUB_035540	CADAFUBG00003541
AFUB_025520	CADAFUBG00002546
AFUB_084780	CADAFUBG00008407
AFUB_060410	CADAFUBG00006021
AFUB_085180	CADAFUBG00008448
AFUB_081580	CADAFUBG00008086
AFUB_064530	CADAFUBG00006402
AFUB_099140	CADAFUBG00009810
AFUB_082180	CADAFUBG00008147
AFUB_015510	CADAFUBG00001556
AFUB_053180	CADAFUBG00005298
AFUB_019220	CADAFUBG00001916
AFUB_017350	CADAFUBG00001730
AFUB_024430	CADAFUBG00002437
AFUB_015080	CADAFUBG00001513
AFUB_028230	CADAFUBG00002817
AFUB_069930	CADAFUBG00006941
AFUB_038440	CADAFUBG00003831
AFUB_009060	CADAFUBG00000910
AFUB_030340	CADAFUBG00003029
AFUB_082280	CADAFUBG00008157
AFUB_052370	CADAFUBG00005217
AFUB_014450	CADAFUBG00001450
AFUB_099040	CADAFUBG00009800
AFUB_016610	CADAFUBG00001666
AFUB_098360	CADAFUBG00009732
AFUB_087200	CADAFUBG00008632
AFUB_056980	CADAFUBG00005677
AFUB_049500	CADAFUBG00004930
AFUB_029170	CADAFUBG00002912
AFUB_004360	CADAFUBG00000437
AFUB_065210	CADAFUBG00006471
AFUB_004280	CADAFUBG00000429
AFUB_075750	CADAFUBG00007515
AFUB_028550	CADAFUBG00002849
AFUB_010040	CADAFUBG00001009
AFUB_000520	CADAFUBG00000052
AFUB_007230	CADAFUBG00000726
AFUB_027790	CADAFUBG00002773
AFUB_066630	CADAFUBG00006613
AFUB_074350	CADAFUBG00007375
AFUB_053470	CADAFUBG00005327
AFUB_011130	CADAFUBG00001118
AFUB_088570	CADAFUBG00008771
AFUB_035360	CADAFUBG00003523
AFUB_070450	CADAFUBG00006993
AFUB_029360	CADAFUBG00002931
AFUB_013110	CADAFUBG00001316
AFUB_093800	CADAFUBG00009283
AFUB_056860	CADAFUBG00005665
AFUB_074300	CADAFUBG00007370
AFUB_014270	CADAFUBG00001432
AFUB_079480	CADAFUBG00007886
AFUB_048620	CADAFUBG00004851
AFUB_045180	CADAFUBG00004508
AFUB_010630	CADAFUBG00001068
AFUB_060500	CADAFUBG00006030
AFUB_075870	CADAFUBG00007527
AFUB_091240	CADAFUBG00009037
AFUB_007770	CADAFUBG00000780
AFUB_018990	CADAFUBG00001893
AFUB_033730	CADAFUBG00003368
AFUB_072880	CADAFUBG00007228
AFUB_002810	CADAFUBG00000281
AFUB_057640	CADAFUBG00005743
AFUB_089120	CADAFUBG00008826
AFUB_065970	CADAFUBG00006547
AFUB_030280	CADAFUBG00003023
AFUB_044870	CADAFUBG00004477
AFUB_027870	CADAFUBG00002781
AFUB_078500	CADAFUBG00007788
AFUB_095850	CADAFUBG00009487
AFUB_088200	CADAFUBG00008734
AFUB_043230	CADAFUBG00004313
AFUB_079650	CADAFUBG00007902
AFUB_065340	CADAFUBG00006484
AFUB_024119	CADAFUBG00002405
AFUB_031030	CADAFUBG00003098
AFUB_056460	CADAFUBG00005625
AFUB_050660	CADAFUBG00005046
AFUB_053980	CADAFUBG00005378
AFUB_020770	CADAFUBG00002071
AFUB_017020	CADAFUBG00001706
AFUB_088730	CADAFUBG00008787
AFUB_074960	CADAFUBG00007436
AFUB_067470	CADAFUBG00006694
AFUB_004090	CADAFUBG00000410
AFUB_084650	CADAFUBG00008394
AFUB_074450	CADAFUBG00007385
AFUB_066420	CADAFUBG00006592
AFUB_084830	CADAFUBG00008413
AFUB_038360	CADAFUBG00003823
AFUB_086790	CADAFUBG00008591
AFUB_056500	CADAFUBG00005629
AFUB_087610	CADAFUBG00008674
AFUB_013670	CADAFUBG00001372
AFUB_029260	CADAFUBG00002921
AFUB_040560	CADAFUBG00004043
AFUB_003720	CADAFUBG00000373
AFUB_076990	CADAFUBG00007639
AFUB_010300	CADAFUBG00001035
AFUB_000380	CADAFUBG00000038
AFUB_001930	CADAFUBG00000193
AFUB_056930	CADAFUBG00005672
AFUB_038840	CADAFUBG00003871
AFUB_033940	CADAFUBG00003380
AFUB_008610	CADAFUBG00000865
AFUB_040350	CADAFUBG00004022
AFUB_099680	CADAFUBG00009864
AFUB_061860	CADAFUBG00006164
AFUB_082850	CADAFUBG00008214
AFUB_074090	CADAFUBG00007349
AFUB_097090	CADAFUBG00009611
AFUB_058900	CADAFUBG00005869
AFUB_027250	CADAFUBG00002718
AFUB_029090	CADAFUBG00002904
AFUB_073020	CADAFUBG00007242
AFUB_058820	CADAFUBG00005861
AFUB_004120	CADAFUBG00000413
AFUB_091260	CADAFUBG00009039
AFUB_088860	CADAFUBG00008800
AFUB_010050	CADAFUBG00001010
AFUB_064610	CADAFUBG00006410
AFUB_014590	CADAFUBG00001464
AFUB_099940	CADAFUBG00009890
AFUB_066550	CADAFUBG00006605
AFUB_080420	CADAFUBG00007970
AFUB_091120	CADAFUBG00009025
AFUB_073800	CADAFUBG00007320
AFUB_055320	CADAFUBG00005512
AFUB_096980	CADAFUBG00009600
AFUB_042710	CADAFUBG00004260
AFUB_040310	CADAFUBG00004018
AFUB_083690	CADAFUBG00008298
AFUB_079870	CADAFUBG00007924
AFUB_059380	CADAFUBG00005918
AFUB_089400	CADAFUBG00008854
AFUB_068610	CADAFUBG00006809
AFUB_073910	CADAFUBG00007331
AFUB_090620	CADAFUBG00008976
AFUB_033540	CADAFUBG00003349
AFUB_091090	CADAFUBG00009022
AFUB_024840	CADAFUBG00002478
AFUB_034840	CADAFUBG00003470
AFUB_059340	CADAFUBG00005914
AFUB_029180	CADAFUBG00002913
AFUB_077230	CADAFUBG00007663
AFUB_035150	CADAFUBG00003502
AFUB_066460	CADAFUBG00006596
AFUB_034990	CADAFUBG00003485
AFUB_073360	CADAFUBG00007276
AFUB_036010	CADAFUBG00003588
AFUB_078700	CADAFUBG00007808
AFUB_058690	CADAFUBG00005848
AFUB_057090	CADAFUBG00005688
AFUB_044560	CADAFUBG00004446
AFUB_017820	CADAFUBG00001777
AFUB_077580	CADAFUBG00007698
AFUB_062300	CADAFUBG00006207
AFUB_097510	CADAFUBG00009656
AFUB_057740	CADAFUBG00005753
AFUB_057700	CADAFUBG00005749
AFUB_080160	CADAFUBG00007944
AFUB_003410	CADAFUBG00000341
AFUB_024080	CADAFUBG00002402
AFUB_032180	CADAFUBG00003213
AFUB_048920	CADAFUBG00004872
AFUB_019860	CADAFUBG00001980
AFUB_022850	CADAFUBG00002279
AFUB_061840	CADAFUBG00006162
AFUB_008530	CADAFUBG00000857
AFUB_084160	CADAFUBG00008345
AFUB_007620	CADAFUBG00000765
AFUB_015840	CADAFUBG00001589
AFUB_095690	CADAFUBG00009471
AFUB_078570	CADAFUBG00007795
AFUB_061060	CADAFUBG00006086
AFUB_091440	CADAFUBG00009057
AFUB_074460	CADAFUBG00007386
AFUB_008920	CADAFUBG00000896
AFUB_012240	CADAFUBG00001229
AFUB_061960	CADAFUBG00006174
AFUB_015000	CADAFUBG00001505
AFUB_051370	CADAFUBG00005117
AFUB_017420	CADAFUBG00001737
AFUB_039740	CADAFUBG00003961
AFUB_067710	CADAFUBG00006718
AFUB_046940	CADAFUBG00004684
AFUB_013730	CADAFUBG00001378
AFUB_084890	CADAFUBG00008419
AFUB_052180	CADAFUBG00005198
AFUB_028770	CADAFUBG00002871
AFUB_061990	CADAFUBG00006177
AFUB_064570	CADAFUBG00006406
AFUB_002630	CADAFUBG00000263
AFUB_007290	CADAFUBG00000732
AFUB_074710	CADAFUBG00007411
AFUB_069650	CADAFUBG00006913
AFUB_050460	CADAFUBG00005026
AFUB_062080	CADAFUBG00006186
AFUB_087860	CADAFUBG00008700
AFUB_042690	CADAFUBG00004258
AFUB_041910	CADAFUBG00004180
AFUB_098380	CADAFUBG00009734
AFUB_034810	CADAFUBG00003467
AFUB_075780	CADAFUBG00007518
AFUB_062960	CADAFUBG00006244
AFUB_058880	CADAFUBG00005867
AFUB_016730	CADAFUBG00001678
AFUB_040250	CADAFUBG00004012
AFUB_066820	CADAFUBG00006630
AFUB_059440	CADAFUBG00005924
AFUB_082240	CADAFUBG00008153
AFUB_020160	CADAFUBG00002010
AFUB_053240	CADAFUBG00005304
AFUB_033350	CADAFUBG00003330
AFUB_046470	CADAFUBG00004637
AFUB_001580	CADAFUBG00000158
AFUB_024360	CADAFUBG00002430
AFUB_100030	CADAFUBG00009899
AFUB_077010	CADAFUBG00007641
AFUB_034260	CADAFUBG00003412
AFUB_078980	CADAFUBG00007836	CADAFUBG00009561
AFUB_050020	CADAFUBG00004982
AFUB_058270	CADAFUBG00005806
AFUB_023580	CADAFUBG00002352
AFUB_089730	CADAFUBG00008887
AFUB_076190	CADAFUBG00007559
AFUB_035149	CADAFUBG00003501
AFUB_087590	CADAFUBG00008672
AFUB_067300	CADAFUBG00006677
AFUB_016460	CADAFUBG00001651
AFUB_010200	CADAFUBG00001025
AFUB_054410	CADAFUBG00005421
AFUB_017790	CADAFUBG00001774
AFUB_054570	CADAFUBG00005437
AFUB_051270	CADAFUBG00005107
AFUB_088780	CADAFUBG00008792
AFUB_078510	CADAFUBG00007789
AFUB_036250	CADAFUBG00003612
AFUB_084120	CADAFUBG00008341
AFUB_066400	CADAFUBG00006590
AFUB_098020	CADAFUBG00009670	CADAFUBG00009707
AFUB_026080	CADAFUBG00002602
AFUB_040980	CADAFUBG00004085
AFUB_060980	CADAFUBG00006078
AFUB_037850	CADAFUBG00003772
AFUB_008170	CADAFUBG00000821
AFUB_075010	CADAFUBG00007441
AFUB_010340	CADAFUBG00001039
AFUB_055730	CADAFUBG00005552
AFUB_006960	CADAFUBG00000699
AFUB_100620	CADAFUBG00009949
AFUB_077720	CADAFUBG00007712
AFUB_023160	CADAFUBG00002310
AFUB_038880	CADAFUBG00003875
